Rooms,Type,Price,Method,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Year
2,t,350000.0,S,11/02/2017,11.2,3073.0,2.0,1.0,1.0,0.0,72.0,2016.0,Darebin City Council,-37.7091,145.0255,Northern Metropolitan,21650.0,2017
3,h,540000.0,PI,11/02/2017,11.2,3073.0,3.0,2.0,2.0,215.0,146.0,2003.0,Darebin City Council,-37.7257,145.0243,Northern Metropolitan,21650.0,2017
3,h,682000.0,SP,12/06/2016,11.2,3073.0,3.0,1.0,1.0,750.0,103.0,1970.0,Darebin City Council,-37.7107,145.0317,Northern Metropolitan,21650.0,2016
2,t,380000.0,PI,12/11/2016,11.2,3073.0,2.0,1.0,1.0,83.0,85.0,2010.0,Darebin City Council,-37.7171,145.0019,Northern Metropolitan,21650.0,2016
1,u,350000.0,SP,12/11/2016,11.2,3073.0,1.0,1.0,2.0,96.0,45.0,2009.0,Darebin City Council,-37.7175,145.0081,Northern Metropolitan,21650.0,2016
4,h,750000.0,PI,12/11/2016,11.2,3073.0,4.0,2.0,4.0,820.0,197.0,1965.0,Darebin City Council,-37.6945,144.992,Northern Metropolitan,21650.0,2016
2,t,495000.0,S,12/11/2016,11.2,3073.0,2.0,1.0,1.0,96.0,73.0,2013.0,Darebin City Council,-37.7139,145.0198,Northern Metropolitan,21650.0,2016
3,u,500000.0,S,12/11/2016,11.2,3073.0,3.0,1.0,1.0,359.0,109.0,1960.0,Darebin City Council,-37.6957,145.0161,Northern Metropolitan,21650.0,2016
2,u,350000.0,PI,12/11/2016,11.2,3073.0,2.0,1.0,1.0,102.0,67.0,1970.0,Darebin City Council,-37.7064,145.0264,Northern Metropolitan,21650.0,2016
2,u,335000.0,SP,13/08/2016,11.2,3073.0,2.0,1.0,1.0,0.0,54.0,2012.0,Darebin City Council,-37.7112,144.9989,Northern Metropolitan,21650.0,2016
3,h,546000.0,S,13/08/2016,11.2,3073.0,3.0,1.0,2.0,592.0,84.0,1960.0,Darebin City Council,-37.728,145.0352,Northern Metropolitan,21650.0,2016
3,u,400000.0,PI,13/08/2016,11.2,3073.0,3.0,1.0,1.0,172.0,97.0,1970.0,Darebin City Council,-37.7092,145.0274,Northern Metropolitan,21650.0,2016
2,u,360000.0,S,14/05/2016,11.2,3073.0,2.0,1.0,1.0,132.0,65.0,2010.0,Darebin City Council,-37.708,145.0223,Northern Metropolitan,21650.0,2016
3,h,410000.0,S,15/10/2016,11.2,3073.0,3.0,1.0,1.0,250.0,105.0,1960.0,Darebin City Council,-37.6974,145.0213,Northern Metropolitan,21650.0,2016
2,h,836000.0,SP,15/10/2016,11.2,3073.0,2.0,1.0,1.0,931.0,121.0,1970.0,Darebin City Council,-37.7033,145.0169,Northern Metropolitan,21650.0,2016
2,u,440000.0,SP,15/10/2016,11.2,3073.0,2.0,1.0,2.0,132.0,83.0,1980.0,Darebin City Council,-37.709,145.0219,Northern Metropolitan,21650.0,2016
2,u,376000.0,S,16/04/2016,11.2,3073.0,2.0,1.0,1.0,104.0,77.0,1970.0,Darebin City Council,-37.7104,145.0076,Northern Metropolitan,21650.0,2016
2,u,323000.0,S,16/04/2016,11.2,3073.0,2.0,1.0,1.0,0.0,65.0,1960.0,Darebin City Council,-37.7093,145.0084,Northern Metropolitan,21650.0,2016
3,h,680000.0,S,16/04/2016,11.2,3073.0,3.0,1.0,4.0,527.0,146.0,1965.0,Darebin City Council,-37.6983,144.9941,Northern Metropolitan,21650.0,2016
2,t,530000.0,S,16/04/2016,11.2,3073.0,2.0,1.0,1.0,0.0,106.0,2007.0,Darebin City Council,-37.7141,145.0047,Northern Metropolitan,21650.0,2016
4,h,786000.0,S,16/04/2016,11.2,3073.0,4.0,3.0,1.0,595.0,174.0,2013.0,Darebin City Council,-37.7283,145.0072,Northern Metropolitan,21650.0,2016
2,u,390000.0,VB,16/04/2016,11.2,3073.0,2.0,1.0,1.0,122.0,74.0,1980.0,Darebin City Council,-37.7261,144.9961,Northern Metropolitan,21650.0,2016
3,h,650000.0,S,16/04/2016,11.2,3073.0,3.0,1.0,2.0,468.0,92.0,1960.0,Darebin City Council,-37.7184,144.9962,Northern Metropolitan,21650.0,2016
3,h,800000.0,SP,16/07/2016,11.2,3073.0,3.0,2.0,3.0,574.0,159.0,1955.0,Darebin City Council,-37.722,144.9922,Northern Metropolitan,21650.0,2016
2,u,330000.0,PI,16/07/2016,11.2,3073.0,2.0,1.0,1.0,90.0,64.0,1970.0,Darebin City Council,-37.7295,145.0243,Northern Metropolitan,21650.0,2016
3,h,539000.0,S,16/07/2016,11.2,3073.0,3.0,1.0,1.0,474.0,114.0,1960.0,Darebin City Council,-37.7086,144.9919,Northern Metropolitan,21650.0,2016
3,h,622500.0,S,17/09/2016,11.2,3073.0,3.0,1.0,1.0,456.0,94.0,1960.0,Darebin City Council,-37.7038,145.0281,Northern Metropolitan,21650.0,2016
4,h,767500.0,S,17/09/2016,11.2,3073.0,3.0,2.0,2.0,834.0,129.0,2017.0,Darebin City Council,-37.704,145.0299,Northern Metropolitan,21650.0,2016
3,h,780000.0,PI,17/09/2016,11.2,3073.0,3.0,1.0,2.0,464.0,125.0,1920.0,Darebin City Council,-37.7245,145.004,Northern Metropolitan,21650.0,2016
3,h,668000.0,S,17/09/2016,11.2,3073.0,3.0,2.0,1.0,618.0,149.0,1965.0,Darebin City Council,-37.6989,145.0212,Northern Metropolitan,21650.0,2016
3,u,470000.0,S,18/03/2017,11.2,3073.0,3.0,1.0,2.0,159.0,97.0,1970.0,Darebin City Council,-37.7277,145.0248,Northern Metropolitan,21650.0,2017
3,h,655000.0,S,18/03/2017,11.2,3073.0,3.0,2.0,2.0,456.0,137.0,1970.0,Darebin City Council,-37.7061,145.0308,Northern Metropolitan,21650.0,2017
2,u,440000.0,SP,18/03/2017,11.2,3073.0,2.0,1.0,1.0,183.0,93.0,1980.0,Darebin City Council,-37.7078,145.033,Northern Metropolitan,21650.0,2017
3,h,703000.0,S,18/06/2016,11.2,3073.0,3.0,2.0,1.0,597.0,120.0,1960.0,Darebin City Council,-37.7066,145.0203,Northern Metropolitan,21650.0,2016
2,u,424000.0,S,18/06/2016,11.2,3073.0,2.0,1.0,1.0,141.0,81.0,1980.0,Darebin City Council,-37.7149,145.0009,Northern Metropolitan,21650.0,2016
3,h,613000.0,S,18/06/2016,11.2,3073.0,3.0,1.0,2.0,745.0,149.0,1985.0,Darebin City Council,-37.7007,144.9815,Northern Metropolitan,21650.0,2016
3,h,475000.0,S,18/06/2016,11.2,3073.0,3.0,1.0,1.0,535.0,133.0,1970.0,Darebin City Council,-37.692,144.9781,Northern Metropolitan,21650.0,2016
3,h,950000.0,S,19/11/2016,11.2,3073.0,3.0,2.0,2.0,565.0,120.0,1920.0,Darebin City Council,-37.7196,144.997,Northern Metropolitan,21650.0,2016
4,h,730000.0,PI,19/11/2016,11.2,3073.0,4.0,1.0,2.0,770.0,152.0,1970.0,Darebin City Council,-37.6981,144.9989,Northern Metropolitan,21650.0,2016
3,h,905000.0,S,19/11/2016,11.2,3073.0,3.0,1.0,2.0,950.0,121.0,1960.0,Darebin City Council,-37.7022,145.0078,Northern Metropolitan,21650.0,2016
2,u,480000.0,S,19/11/2016,11.2,3073.0,2.0,2.0,1.0,145.0,145.0,2010.0,Darebin City Council,-37.7053,145.0173,Northern Metropolitan,21650.0,2016
3,h,767000.0,S,19/11/2016,11.2,3073.0,3.0,1.0,2.0,561.0,96.0,1950.0,Darebin City Council,-37.7098,145.0031,Northern Metropolitan,21650.0,2016
3,u,450000.0,VB,22/05/2016,11.2,3073.0,3.0,1.0,2.0,179.0,108.0,2002.0,Darebin City Council,-37.7108,145.0289,Northern Metropolitan,21650.0,2016
3,h,921500.0,S,22/05/2016,11.2,3073.0,3.0,2.0,1.0,527.0,177.0,1950.0,Darebin City Council,-37.7238,144.9964,Northern Metropolitan,21650.0,2016
2,t,490000.0,S,22/05/2016,11.2,3073.0,3.0,1.0,1.0,126.0,91.0,2013.0,Darebin City Council,-37.7186,145.0166,Northern Metropolitan,21650.0,2016
3,h,787000.0,S,22/05/2016,11.2,3073.0,3.0,1.0,1.0,563.0,118.0,1940.0,Darebin City Council,-37.7258,145.0129,Northern Metropolitan,21650.0,2016
2,u,300000.0,VB,22/08/2016,11.2,3073.0,2.0,1.0,1.0,0.0,55.0,2014.0,Darebin City Council,-37.7112,144.9989,Northern Metropolitan,21650.0,2016
2,u,335000.0,S,22/08/2016,11.2,3073.0,2.0,1.0,1.0,0.0,54.0,2012.0,Darebin City Council,-37.7112,144.9989,Northern Metropolitan,21650.0,2016
3,u,475000.0,SP,22/08/2016,11.2,3073.0,3.0,1.0,2.0,521.0,100.0,2010.0,Darebin City Council,-37.7097,144.9912,Northern Metropolitan,21650.0,2016
2,u,440000.0,SP,22/08/2016,11.2,3073.0,2.0,1.0,1.0,153.0,87.0,2007.0,Darebin City Council,-37.7098,145.0211,Northern Metropolitan,21650.0,2016
1,u,216000.0,S,24/09/2016,11.2,3073.0,2.0,1.0,1.0,0.0,45.0,1970.0,Darebin City Council,-37.7111,144.9919,Northern Metropolitan,21650.0,2016
1,u,220000.0,S,24/09/2016,11.2,3073.0,1.0,1.0,1.0,0.0,45.0,1970.0,Darebin City Council,-37.7111,144.9919,Northern Metropolitan,21650.0,2016
2,u,340000.0,VB,24/09/2016,11.2,3073.0,2.0,1.0,1.0,151.0,80.0,1975.0,Darebin City Council,-37.7126,144.99,Northern Metropolitan,21650.0,2016
1,h,395000.0,SP,25/02/2017,11.2,3073.0,1.0,1.0,1.0,94.0,50.0,2014.0,Darebin City Council,-37.7186,145.011,Northern Metropolitan,21650.0,2017
2,h,790000.0,S,25/02/2017,11.2,3073.0,2.0,1.0,1.0,585.0,97.0,1950.0,Darebin City Council,-37.719,144.9972,Northern Metropolitan,21650.0,2017
3,h,601000.0,S,25/02/2017,11.2,3073.0,3.0,1.0,2.0,460.0,102.0,1965.0,Darebin City Council,-37.6917,144.9755,Northern Metropolitan,21650.0,2017
2,u,300000.0,S,26/07/2016,11.2,3073.0,2.0,1.0,1.0,87.0,62.0,1970.0,Darebin City Council,-37.7174,145.0016,Northern Metropolitan,21650.0,2016
2,t,420000.0,VB,26/07/2016,11.2,3073.0,2.0,1.0,2.0,153.0,107.0,2003.0,Darebin City Council,-37.702,145.0324,Northern Metropolitan,21650.0,2016
4,h,885000.0,S,26/07/2016,11.2,3073.0,4.0,2.0,3.0,936.0,262.0,1985.0,Darebin City Council,-37.7021,145.0178,Northern Metropolitan,21650.0,2016
3,h,815000.0,S,26/07/2016,11.2,3073.0,3.0,1.0,2.0,550.0,557.0,1965.0,Darebin City Council,-37.7208,144.9887,Northern Metropolitan,21650.0,2016
3,h,882500.0,S,26/07/2016,11.2,3073.0,3.0,2.0,2.0,681.0,135.0,1940.0,Darebin City Council,-37.7217,145.0163,Northern Metropolitan,21650.0,2016
3,h,793000.0,S,26/07/2016,11.2,3073.0,3.0,1.0,2.0,589.0,128.0,1950.0,Darebin City Council,-37.7195,144.9982,Northern Metropolitan,21650.0,2016
3,h,550000.0,PI,27/06/2016,11.2,3073.0,3.0,2.0,2.0,260.0,128.0,2006.0,Darebin City Council,-37.7106,145.0225,Northern Metropolitan,21650.0,2016
2,u,433000.0,S,27/06/2016,11.2,3073.0,2.0,1.0,1.0,236.0,72.0,2012.0,Darebin City Council,-37.6984,144.9997,Northern Metropolitan,21650.0,2016
2,h,680000.0,S,27/06/2016,11.2,3073.0,2.0,1.0,1.0,750.0,92.0,1960.0,Darebin City Council,-37.7089,145.0192,Northern Metropolitan,21650.0,2016
3,h,851000.0,S,27/11/2016,11.2,3073.0,3.0,1.0,1.0,826.0,101.0,1960.0,Darebin City Council,-37.7013,145.0244,Northern Metropolitan,21650.0,2016
3,h,1025000.0,S,27/11/2016,11.2,3073.0,3.0,1.0,4.0,670.0,134.0,1935.0,Darebin City Council,-37.7242,145.0154,Northern Metropolitan,21650.0,2016
3,h,784000.0,S,28/05/2016,11.2,3073.0,3.0,1.0,2.0,602.0,162.0,1970.0,Darebin City Council,-37.7115,145.0009,Northern Metropolitan,21650.0,2016
4,h,1186000.0,SP,28/05/2016,11.2,3073.0,4.0,1.0,2.0,895.0,188.0,1940.0,Darebin City Council,-37.7285,144.9964,Northern Metropolitan,21650.0,2016
4,h,885000.0,S,28/05/2016,11.2,3073.0,4.0,2.0,2.0,508.0,141.0,1950.0,Darebin City Council,-37.7129,145.0047,Northern Metropolitan,21650.0,2016
3,h,718500.0,S,28/05/2016,11.2,3073.0,3.0,1.0,6.0,807.0,133.0,1975.0,Darebin City Council,-37.704,144.9864,Northern Metropolitan,21650.0,2016
5,h,762500.0,S,28/05/2016,11.2,3073.0,3.0,2.0,2.0,548.0,285.0,1990.0,Darebin City Council,-37.7099,145.0333,Northern Metropolitan,21650.0,2016
2,h,610000.0,S,28/08/2016,11.2,3073.0,3.0,1.0,2.0,383.0,103.0,1970.0,Darebin City Council,-37.7103,145.0037,Northern Metropolitan,21650.0,2016
4,h,680000.0,S,28/08/2016,11.2,3073.0,4.0,1.0,2.0,561.0,134.0,1960.0,Darebin City Council,-37.697,144.9989,Northern Metropolitan,21650.0,2016
2,u,390000.0,SP,30/07/2016,11.2,3073.0,2.0,1.0,1.0,133.0,65.0,2012.0,Darebin City Council,-37.6983,144.9998,Northern Metropolitan,21650.0,2016
2,h,937000.0,S,3/09/2016,2.6,3121.0,2.0,1.0,1.0,125.0,103.0,1950.0,Yarra City Council,-37.8106,144.994,Northern Metropolitan,14949.0,2016
3,h,1260000.0,S,3/09/2016,2.6,3121.0,2.0,1.0,0.0,203.0,81.0,1900.0,Yarra City Council,-37.8166,144.9945,Northern Metropolitan,14949.0,2016
2,u,795250.0,S,3/09/2016,2.6,3121.0,2.0,1.0,2.0,0.0,85.0,1997.0,Yarra City Council,-37.8164,145.0136,Northern Metropolitan,14949.0,2016
2,u,582000.0,S,3/09/2016,2.6,3121.0,2.0,1.0,1.0,0.0,75.0,2001.0,Yarra City Council,-37.824,144.9918,Northern Metropolitan,14949.0,2016
1,u,370000.0,S,3/12/2016,2.6,3121.0,1.0,1.0,1.0,502.0,38.0,1950.0,Yarra City Council,-37.8214,144.9997,Northern Metropolitan,14949.0,2016
1,u,421000.0,SP,4/03/2017,2.6,3121.0,1.0,1.0,1.0,8223.0,57.0,2012.0,Yarra City Council,-37.8127,145.0094,Northern Metropolitan,14949.0,2017
5,h,3200000.0,SP,4/03/2017,2.6,3121.0,5.0,3.0,3.0,618.0,260.0,1890.0,Yarra City Council,-37.8157,145.0073,Northern Metropolitan,14949.0,2017
2,u,479000.0,S,4/03/2017,2.6,3121.0,2.0,1.0,1.0,0.0,62.0,1970.0,Yarra City Council,-37.8258,145.0057,Northern Metropolitan,14949.0,2017
2,u,655000.0,PI,4/03/2017,2.6,3121.0,2.0,1.0,1.0,1725.0,69.0,2005.0,Yarra City Council,-37.8174,144.9949,Northern Metropolitan,14949.0,2017
2,u,561000.0,S,4/03/2017,2.6,3121.0,2.0,1.0,1.0,2571.0,66.0,2013.0,Yarra City Council,-37.8198,145.005,Northern Metropolitan,14949.0,2017
2,u,635000.0,S,4/03/2017,2.6,3121.0,2.0,2.0,1.0,2740.0,76.0,2003.0,Yarra City Council,-37.8231,144.9906,Northern Metropolitan,14949.0,2017
3,h,1010000.0,PI,4/06/2016,2.6,3121.0,3.0,1.0,1.0,199.0,105.0,1900.0,Yarra City Council,-37.8193,144.9993,Northern Metropolitan,14949.0,2016
2,h,1025000.0,S,4/06/2016,2.6,3121.0,2.0,1.0,1.0,169.0,92.0,1900.0,Yarra City Council,-37.8235,145.0035,Northern Metropolitan,14949.0,2016
2,u,550000.0,SP,6/08/2016,2.6,3121.0,2.0,1.0,2.0,0.0,68.0,2000.0,Yarra City Council,-37.815,145.0089,Northern Metropolitan,14949.0,2016
4,h,1375000.0,S,6/08/2016,2.6,3121.0,4.0,2.0,2.0,58.0,158.0,2007.0,Yarra City Council,-37.817,145.0135,Northern Metropolitan,14949.0,2016
2,h,1506000.0,S,7/05/2016,2.6,3121.0,2.0,2.0,1.0,220.0,131.0,1920.0,Yarra City Council,-37.8284,144.9989,Northern Metropolitan,14949.0,2016
3,h,1350000.0,PI,7/05/2016,2.6,3121.0,3.0,1.0,2.0,332.0,116.0,1940.0,Yarra City Council,-37.8131,145.005,Northern Metropolitan,14949.0,2016
1,u,405000.0,PI,7/05/2016,2.6,3121.0,1.0,1.0,1.0,7455.0,53.0,2005.0,Yarra City Council,-37.822,145.0104,Northern Metropolitan,14949.0,2016
1,u,327000.0,S,7/11/2016,2.6,3121.0,1.0,1.0,1.0,0.0,43.0,2012.0,Yarra City Council,-37.8127,145.0094,Northern Metropolitan,14949.0,2016
3,h,1474000.0,SP,7/11/2016,2.6,3121.0,3.0,1.0,0.0,238.0,94.0,1900.0,Yarra City Council,-37.8167,144.9977,Northern Metropolitan,14949.0,2016
3,h,1555000.0,S,7/11/2016,2.6,3121.0,3.0,1.0,0.0,250.0,115.0,1900.0,Yarra City Council,-37.8167,144.9978,Northern Metropolitan,14949.0,2016
1,u,500000.0,VB,7/11/2016,2.6,3121.0,1.0,1.0,1.0,0.0,52.0,2013.0,Yarra City Council,-37.8198,145.005,Northern Metropolitan,14949.0,2016
1,u,345000.0,PI,8/10/2016,2.6,3121.0,1.0,1.0,1.0,8223.0,45.0,2012.0,Yarra City Council,-37.8127,145.0094,Northern Metropolitan,14949.0,2016
3,h,1275000.0,PI,8/10/2016,2.6,3121.0,3.0,1.0,2.0,204.0,128.0,1900.0,Yarra City Council,-37.8285,145.0022,Northern Metropolitan,14949.0,2016
3,h,1150000.0,VB,8/10/2016,2.6,3121.0,3.0,1.0,0.0,176.0,92.0,1900.0,Yarra City Council,-37.8116,145.0042,Northern Metropolitan,14949.0,2016
4,h,950000.0,VB,8/10/2016,2.6,3121.0,4.0,1.0,0.0,254.0,124.0,1890.0,Yarra City Council,-37.8201,144.9898,Northern Metropolitan,14949.0,2016
2,h,270000.0,PI,8/10/2016,2.6,3121.0,2.0,1.0,1.0,0.0,60.0,2004.0,Yarra City Council,-37.8231,144.9906,Northern Metropolitan,14949.0,2016
1,u,439000.0,SP,10/09/2016,2.6,3121.0,1.0,1.0,1.0,3516.0,56.0,2011.0,Yarra City Council,-37.8183,144.9979,Northern Metropolitan,14949.0,2016
2,u,695000.0,S,10/09/2016,2.6,3121.0,2.0,1.0,2.0,0.0,68.0,1997.0,Yarra City Council,-37.8333,144.998,Northern Metropolitan,14949.0,2016
2,u,512000.0,S,10/09/2016,2.6,3121.0,2.0,1.0,1.0,0.0,61.0,1970.0,Yarra City Council,-37.8198,144.996,Northern Metropolitan,14949.0,2016
2,t,855000.0,S,10/09/2016,2.6,3121.0,2.0,1.0,1.0,92.0,115.0,1970.0,Yarra City Council,-37.815,145.008,Northern Metropolitan,14949.0,2016
2,u,1040000.0,S,10/09/2016,2.6,3121.0,3.0,2.0,2.0,0.0,95.0,2013.0,Yarra City Council,-37.8198,145.005,Northern Metropolitan,14949.0,2016
1,u,342000.0,S,10/09/2016,2.6,3121.0,1.0,1.0,1.0,0.0,1.0,1970.0,Yarra City Council,-37.8214,144.9896,Northern Metropolitan,14949.0,2016
1,u,681000.0,S,10/09/2016,2.6,3121.0,1.0,1.0,1.0,0.0,50.0,2004.0,Yarra City Council,-37.8231,144.9906,Northern Metropolitan,14949.0,2016
2,h,900000.0,PI,10/12/2016,2.6,3121.0,2.0,1.0,0.0,95.0,63.0,1900.0,Yarra City Council,-37.8193,144.9976,Northern Metropolitan,14949.0,2016
3,h,1250000.0,S,10/12/2016,2.6,3121.0,3.0,2.0,1.0,120.0,126.0,2010.0,Yarra City Council,-37.8243,145.0034,Northern Metropolitan,14949.0,2016
2,h,990000.0,S,10/12/2016,2.6,3121.0,2.0,1.0,1.0,117.0,75.0,1900.0,Yarra City Council,-37.812,144.9939,Northern Metropolitan,14949.0,2016
2,h,1189000.0,S,10/12/2016,2.6,3121.0,2.0,1.0,0.0,158.0,110.0,1900.0,Yarra City Council,-37.8232,145.0002,Northern Metropolitan,14949.0,2016
2,h,1220000.0,S,10/12/2016,2.6,3121.0,2.0,1.0,1.0,166.0,88.0,1900.0,Yarra City Council,-37.8245,144.9933,Northern Metropolitan,14949.0,2016
3,h,1100000.0,S,10/12/2016,2.6,3121.0,3.0,1.0,0.0,162.0,81.0,1915.0,Yarra City Council,-37.8241,145.0015,Northern Metropolitan,14949.0,2016
2,u,450000.0,PI,11/02/2017,2.6,3121.0,2.0,1.0,1.0,0.0,66.0,2000.0,Yarra City Council,-37.8173,144.9965,Northern Metropolitan,14949.0,2017
3,h,1074000.0,S,12/11/2016,2.6,3121.0,3.0,1.0,0.0,245.0,140.0,1900.0,Yarra City Council,-37.8138,144.9921,Northern Metropolitan,14949.0,2016
2,t,1430000.0,S,12/11/2016,2.6,3121.0,2.0,2.0,2.0,153.0,125.0,2004.0,Yarra City Council,-37.8209,145.0055,Northern Metropolitan,14949.0,2016
3,h,1465000.0,S,12/11/2016,2.6,3121.0,3.0,2.0,2.0,233.0,170.0,1993.0,Yarra City Council,-37.8122,144.9937,Northern Metropolitan,14949.0,2016
2,u,391000.0,SP,13/08/2016,2.6,3121.0,2.0,1.0,1.0,0.0,51.0,1965.0,Yarra City Council,-37.812,145.0029,Northern Metropolitan,14949.0,2016
2,t,930000.0,S,14/05/2016,2.6,3121.0,2.0,1.0,1.0,97.0,85.0,2004.0,Yarra City Council,-37.814,145.002,Northern Metropolitan,14949.0,2016
3,h,1182000.0,S,14/05/2016,2.6,3121.0,3.0,1.0,1.0,199.0,110.0,1920.0,Yarra City Council,-37.8139,145.0039,Northern Metropolitan,14949.0,2016
2,h,777500.0,PI,14/05/2016,2.6,3121.0,2.0,1.0,1.0,151.0,76.0,1900.0,Yarra City Council,-37.8171,145.009,Northern Metropolitan,14949.0,2016
3,h,1115000.0,S,14/05/2016,2.6,3121.0,3.0,2.0,2.0,129.0,120.0,1980.0,Yarra City Council,-37.824,145.0052,Northern Metropolitan,14949.0,2016
3,u,760000.0,SP,14/05/2016,2.6,3121.0,3.0,2.0,1.0,0.0,120.0,2005.0,Yarra City Council,-37.8331,144.9975,Northern Metropolitan,14949.0,2016
2,u,640000.0,SP,14/05/2016,2.6,3121.0,2.0,1.0,2.0,0.0,69.0,2000.0,Yarra City Council,-37.8173,144.9965,Northern Metropolitan,14949.0,2016
3,h,1420000.0,S,14/05/2016,2.6,3121.0,3.0,1.0,0.0,198.0,119.0,1890.0,Yarra City Council,-37.8225,145.0007,Northern Metropolitan,14949.0,2016
1,u,390000.0,S,14/05/2016,2.6,3121.0,1.0,1.0,1.0,0.0,40.0,2011.0,Yarra City Council,-37.8195,145.0103,Northern Metropolitan,14949.0,2016
1,u,380000.0,PI,15/10/2016,2.6,3121.0,1.0,1.0,1.0,0.0,44.0,2012.0,Yarra City Council,-37.8127,145.0094,Northern Metropolitan,14949.0,2016
2,u,680000.0,S,15/10/2016,2.6,3121.0,2.0,1.0,1.0,0.0,52.0,2012.0,Yarra City Council,-37.823,144.9982,Northern Metropolitan,14949.0,2016
2,t,1081000.0,S,15/10/2016,2.6,3121.0,2.0,1.0,1.0,126.0,115.0,1995.0,Yarra City Council,-37.814,145.006,Northern Metropolitan,14949.0,2016
2,h,860000.0,S,15/10/2016,2.6,3121.0,2.0,2.0,0.0,74.0,95.0,2000.0,Yarra City Council,-37.8207,145.0053,Northern Metropolitan,14949.0,2016
2,h,905000.0,S,15/10/2016,2.6,3121.0,2.0,1.0,0.0,139.0,54.0,1920.0,Yarra City Council,-37.8118,144.9937,Northern Metropolitan,14949.0,2016
2,u,691000.0,S,15/10/2016,2.6,3121.0,2.0,2.0,1.0,0.0,85.0,2008.0,Yarra City Council,-37.8231,144.9906,Northern Metropolitan,14949.0,2016
3,h,1088000.0,S,16/04/2016,2.6,3121.0,3.0,3.0,2.0,168.0,120.0,1915.0,Yarra City Council,-37.8126,145.0064,Northern Metropolitan,14949.0,2016
3,t,911000.0,S,16/04/2016,2.6,3121.0,3.0,2.0,1.0,0.0,110.0,2000.0,Yarra City Council,-37.8238,145.0072,Northern Metropolitan,14949.0,2016
4,h,3001000.0,S,16/04/2016,2.6,3121.0,2.0,3.0,1.0,544.0,241.0,1920.0,Yarra City Council,-37.8152,144.9922,Northern Metropolitan,14949.0,2016
2,u,638000.0,S,16/04/2016,2.6,3121.0,2.0,2.0,1.0,0.0,77.0,2008.0,Yarra City Council,-37.822,145.0104,Northern Metropolitan,14949.0,2016
3,h,900000.0,S,17/09/2016,2.6,3121.0,3.0,3.0,1.0,58.0,60.0,2009.0,Yarra City Council,-37.8139,145.0012,Northern Metropolitan,14949.0,2016
3,h,1695000.0,S,17/09/2016,2.6,3121.0,3.0,1.0,3.0,210.0,118.0,1900.0,Yarra City Council,-37.8247,145.0001,Northern Metropolitan,14949.0,2016
3,h,1365000.0,S,17/09/2016,2.6,3121.0,3.0,1.0,1.0,301.0,110.0,1935.0,Yarra City Council,-37.8134,145.0055,Northern Metropolitan,14949.0,2016
2,h,1045000.0,S,17/09/2016,2.6,3121.0,2.0,1.0,2.0,200.0,90.0,1900.0,Yarra City Council,-37.8294,145.0029,Northern Metropolitan,14949.0,2016
4,h,1591000.0,S,17/09/2016,2.6,3121.0,4.0,2.0,1.0,263.0,145.0,1900.0,Yarra City Council,-37.8261,145.0127,Northern Metropolitan,14949.0,2016
3,h,1275000.0,S,18/03/2017,2.6,3121.0,3.0,2.0,1.0,132.0,95.0,1900.0,Yarra City Council,-37.822,145.0041,Northern Metropolitan,14949.0,2017
4,h,1510000.0,PI,18/03/2017,2.6,3121.0,4.0,2.0,0.0,0.0,171.0,1900.0,Yarra City Council,-37.8206,145.0099,Northern Metropolitan,14949.0,2017
3,h,1550000.0,VB,18/03/2017,2.6,3121.0,3.0,2.0,1.0,131.0,76.0,1900.0,Yarra City Council,-37.8132,144.9929,Northern Metropolitan,14949.0,2017
3,h,1456000.0,S,18/06/2016,2.6,3121.0,3.0,2.0,1.0,157.0,141.0,1900.0,Yarra City Council,-37.8225,145.0029,Northern Metropolitan,14949.0,2016
3,h,1100000.0,PI,18/06/2016,2.6,3121.0,3.0,2.0,1.0,66.0,118.0,2013.0,Yarra City Council,-37.8181,145.007,Northern Metropolitan,14949.0,2016
2,h,1045000.0,S,18/06/2016,2.6,3121.0,2.0,1.0,1.0,138.0,81.0,1890.0,Yarra City Council,-37.8218,145.0132,Northern Metropolitan,14949.0,2016
3,h,2000000.0,S,19/11/2016,2.6,3121.0,3.0,2.0,1.0,217.0,180.0,1910.0,Yarra City Council,-37.8158,144.9931,Northern Metropolitan,14949.0,2016
2,u,646000.0,S,19/11/2016,2.6,3121.0,2.0,1.0,1.0,0.0,70.0,1993.0,Yarra City Council,-37.8333,144.998,Northern Metropolitan,14949.0,2016
2,u,660000.0,PI,19/11/2016,2.6,3121.0,2.0,2.0,1.0,0.0,76.0,2013.0,Yarra City Council,-37.8166,145.0036,Northern Metropolitan,14949.0,2016
2,h,1145000.0,S,19/11/2016,2.6,3121.0,2.0,1.0,1.0,197.0,80.0,1960.0,Yarra City Council,-37.8215,145.0054,Northern Metropolitan,14949.0,2016
4,h,905000.0,S,22/05/2016,2.6,3121.0,4.0,1.0,0.0,254.0,124.0,1890.0,Yarra City Council,-37.8201,144.9898,Northern Metropolitan,14949.0,2016
2,u,750000.0,S,22/05/2016,2.6,3121.0,2.0,2.0,1.0,0.0,104.0,2000.0,Yarra City Council,-37.8128,145.0133,Northern Metropolitan,14949.0,2016
